asin,brand_name,description,feature,name,price,stock,category,rating
B0007XY66O,Motorola,"No wires. No limits. Designed to enhance the experience of any Bluetooth technology enabled phone, the Motorola Wireless Headset HS850 also stores information and wirelessly interacts with up to eight different Bluetooth 1.1 and 1.2 compliant devices, including handsets, PDAs and computers.</></>The Motorola HS850 is the company's update to their HS810 headset, one of my personal favorites. The changes made to produce the new HS850 are few, but the effect is relatively substantial. But first, let's start with what is the same.</>Like the HS810, the HS850 makes use of a body design that employs a folding microphone boom. The folding microphone boom acts as the on and off switch, as well as just providing a convenient way to make the headset smaller and more pocketable when not in use. When a call comes into your phone, you can turn on and answer the phone at the same time just by unfolding the microphone boom. You can end the call and turn it off by removing the headset and re-folding it. Using the headset in this way conserves battery power, since no battery juice is wasted on standby time - time where the headset sits around waiting to be contacted by a mobile phone or other compatible device. The physical design of the HS850 and the battery savings it imparts is my favorite aspect of the Motorola HS850.</>Of course you don't have to remove and turn off the headset between calls. If the headset is already on when an inbound call comes, you will hear the ringing come through on the headset and can answer it by pressing on the main multi-function call control button. You can end the call with this same button, and adjust volume levels with the two volume buttons. If you are using a phone that supports the Hands Free Bluetooth profile, then you can also use the call control button to reject an inbound call or redial the last number.</>The HS850's audio properties are also like those of the HS810 before it. The audio quality in both directions is very clear and understandable, but sounds a bit thin. You and the party on the other end of the call will both be able to understand each other easily, it just doesn't sound as full and natural as it might with some other headsets. The HS850 makes up for this small lacking by having great resistance to wind noise, though. That makes the headset perfect for people that enjoy driving with their windows down, or those that work outside. Most headsets are very susceptible to wind noise, the HS850 bucks that trend.</>And now for the new stuff. First up, a more powerful battery. The HS850 I tested managed an amazing 7 hours and 50 minutes of talk time. That is a full two thirds improvement over the older model. The truly amazing part is that this new battery life didn't come at the expense of added weight. Like the HS810 before it, the HS850 weighs only .7oz (19.9g).</>The next major change perhaps sounds more important than it worked out to be in reality. The HS850 supports the newer Bluetooth v1.2 spec, whereas most headsets support v1.1 only. Motorola claims that when used with a v1.2 compatible phone (there are still relatively few available at the time I write this), the HS850 will be able to connect faster, use less battery power, and offer improved audio quality. While I can see what appears to be a slight improvement in connection speed, I haven't really noticed much of a change in battery life or audio quality.</>The last major change is purely cosmetic. The new headset is sold in this very nice black color and is also available in <a href=""/exec/obidos/ASIN/B0007WWAGI/${0}"">blue-gray</a>, like a darker version of the HS810's color. I find both colors more attractive than the light silver found on the HS810.</>But regardless of the color, you can't go wrong with Motorola's HS850, which I consider to be perhaps the best value on the market.</><strong>Pros:</strong><br> <ul> <li>Small, light</li> <li>Comfortable</li> <li>Nearly 8 hours of talk time</li> <li>No wind noise</li> <li>Can be worn on both ears</li> </ul></><strong>Cons:</strong><br> <ul> <li>A bit unusual looking</li> <li>Audio lacks bass</li> </ul></><strong>What's in the box:</strong><BR>Motorola HS850 Bluetooth Headset, User Manual, and Quick Start Guide.</><i>--Reviewed by Michael Oryl, editor in chief of www.MobileBurn.com </i>","Mono Bluetooth headset for handsfree voice communication with unique body design that employs a folding microphone boom,Unfold the boom microphone, place the headset over the ear and a link will be established automatically,Multifunction call control button and volume buttons,Measures less than 5 cm in diameter when folded and weighs just 20 grams,Talk time of up to 8 hours and standby time of up to 200 hours",Motorola HS850 Bluetooth Headset - Black,0.0,100,Cell Phones,3.090909090909091
B00081GX8O,Motorola,"This headset includes a Send/End key on the microphone to allow you to receive and end calls with the push of a button. Includes a shirt clip, so you can easily walk and talk hands-free.</>You've got a sexy RAZR V3 phone. How about a stylish wired headset to go with it? This sleek, earbud-style headset adds a handy Send/End button on the microphone so you can control calls without having to touch your phone. The headset also includes a shirt clip so you can roam freely while you talk.","Includes a Send/End key on the microphone,Shirt Clip Included,Compatible with the Motorola RAZR V3",Motorola Hands-Free Headset for RAZR V3,4.99,100,Cell Phones,2.769230769230769
B0008EUE7W,Krusell International,"Krusell has designed a case that perfectly fits a flip phone. Using elastics to retract the bottom and the top together, it results in a perfect fit when open as well as closed. The elastic series case by Krusell is appreciated because it does not obstruct the slim design of the phone. The patented Multidapt system is the hub of the Krusell assortment. Having the Multidapt ""female"" on the Krusell case opens up endless possibilities on how to carry a device.</><table align=right width=250 cellpadding=10> <tr> <td> <img src=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/krusell-1.gif"" border=0 align=top><br><small><i><b>Clip, slip, and go with the Multidapt case.</b></i> <small></td></tr></table> The Krusell Elastic Multidapt Case for Motorola RAZR V3 is designed to perfectly fit this flip phone. Using elastics to retract the bottom and the top together, this case delivers with a snug, stylish fit when the phone is open or closed. Users appreciate Krusell's elastic cases because they do not obstruct flip phones' slim design. And with high-quality Nappa leather, the fashion-conscious user will appreciate the case's sleek, professional look.</>The patented Multidapt system is the heart of the Krusell design. Having the Multidapt ""female"" on a Krusell case opens up a myriad of possibilities for carrying your flip phone. You can easily change the suspension device to any other option within the Multidapt family, such as straps, swivel mounts, belt mounts, vehicle holders, and other compatible systems.</><b>What's in the Box</b><br> Krusell elastic case and a slide-swivel clip.","Includes spring clip,Made from high quality Nappa Leather,Soft leather lining,Cut outs to access all of your phones functions while still in its protective case,Retractable elastic design","Krusell Elastic Multidapt for Motorola RAZR V3, V3i, V3c, V3m- Black",0.0,100,Cell Phones,3.7777777777777777
B0008F6QE6,Motorola,"TMOBILE POSTPAID MOTOROLA V330</>The V300 is a tough act to follow, but Motorola has a winner on their hands with their V300 successor, the V330. With welcome additions like Bluetooth, quad-band GSM and high-speed EDGE data capability, and a VGA camera with video capture, the V330 packs a powerful new punch.</><table align=right width=175 cellpadding=10>   <tr>   <td> <a href=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V330-lg.gif""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V330-sm.jpg"" border=0  align=top></a><br><br><small><i><b>Take a <a href=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V330-lg.gif"">closer look</a> at the V330's functions. You can also <a href=""javascript:window.open(%22http://media.t-mobiletraining.com/simulator/motorolav330/motorolav330.htm%22,%22%22,%20%22toolbar=no,height=550,width=700%22);void(0);"">see it in action</a>.</b></i></small></td></tr></table>  <b>Design</b><br> The V330 features a sleek clamshell design with a large, high-resolution 176 x 220 pixel, 65,000 color screen. The outside cover of the handset sports a supplementary 96 x 32 monochrome display that can display time, call information, battery and signal strength, and more. Up and down buttons for volume control are placed on the left side. Most of the phone's features and on-screen menus are controlled by a five-way center button on the handset's control pad. A USB-capable data port is housed on the unit's top edge, and there's a standard jack to accept universal hands-free headsets.</><b>Calling Features</b><br> The V330 supports polyphonic ringtones as well as MP3 ringers, allowing you to use portions of your favorite songs to alert you to incoming calls. You can also assign pictures and ringers to your most common callers. A number of ringtones come preloaded on the phone and more ringtones can be downloaded from T-Mobile's t-zones service. There's even an included application, MotoMixer, that enables you to mix your own ringtones.</>Speed dialing, which allows you to call pre-programmed numbers with one button is built in, as is a vibrating alert. A speakerphone makes it easy to talk without having the phone to your ear. Meanwhile, voice activated dialing makes calling your friends, family and associates as easy as saying their names. The V330's phone book can hold up to 1000 contacts; if you have that many friends and colleagues, more power to ya'! Lastly, the phone's Bluetooth connectivity means that your favorite Bluetooth headset is fully compatible.</><b>Messaging, Internet and Tools</b><br> The V330 has all the bases covered when it comes to messaging and Internet connectivity. The phone features support for AOL Instant Messenger (T-Mobile messaging charges apply), and there's also a built-in web browser for t-zones downloads and mobile web browsing. T-Mobile's t-zones service lets you receive and send emails, read news headlines, get weather updates, download games and ringtones, and more.</>The V330 comes with a built-in email client (with support for POP3, SMTP and IMAP4 email standards), and traditional text messaging, as well as video, picture and sound messaging are also supported. iTap text entry, which is a technology that makes it easier for people to enter words and text on handsets, is built into the unit-- a plus for mobile email and text messaging users.</>A number of handy software tools are bundled with the V330 including a voice memo recorder, a calculator, a calendar and an alarm clock. You can also use the phone's Bluetooth capability to set up a wireless link with a Bluetooth accessory or connect to a computer or hand-held device to exchange and synchronize data. The phone supports the SyncML PC synchronization standard, which can be used with Motorola's Mobile Phone Tools PC application to manage and synchronize contacts, calendar and other data with your PC.</><b>Imaging and Entertainment</b><br>  With 5 MB of internal memory storage, the V330 shines in the entertainment department. The phone's VGA (640 x 480) camera features a 4x digital zoom, image quality options, and an auto-timer so you can be in your pictures, too. Capture stills and then send them to your friends via MMS messaging or email, or to your PC via USB or Bluetooth. The V330 adds video capability, too, meaning you can capture short video clips and, just like photos, share them how you see fit. The phone also supports custom graphics for wallpapers so you can dress up the phone to suit your fancy.</>If you're into mobile gaming, the V330 has you covered. The phone ships with a full version of Pinball, as well as trial versions of Bejeweled and NFL 2005.</><b>Vital Statistics</b><br>  The Motorola V330 weighs 4.3 ounces and measures 3.5 x 1.9 x 1 inches. Its lithium-ion battery is rated at up to 425 minutes of digital talk time, and up to 235 hours of digital standby time. It runs on the 850/900/1800/1900 MHz GSM/GPRS frequencies. The phone comes with a one year limited warranty.</><b>What's in the Box</b><br> V330 handset, lithium-ion battery, travel charger, user's manual.","Tri-band GSM, bluetooth, camera, speakerphone, text messaging, WAP internet, mp3 ringtones,Includes Krusell case+clip (MSRP $30)!, charger, hands-free cord, orig. battery, manual, in box,Purchased from T-Mobile June 2005 but not used, Motorola warranty in effect,Krusell case+clip: fits the flip phone in both open and closed positions,Does NOT include SIM card",TMOBILE POSTPAID MOTOROLA V330,0.0,100,Cell Phones,3.5
B0008JISMU,Motorola,"Hands-free calling is easy and convenient with this portable car kit, the perfect accessory for the frequent traveler. Vehicle Power Adapter Included.</>While the HF820 is billed as an easy-to-install Bluetooth car kit, it's actually a versatile, portable speakerphone that works in every environment. Clip it to your car's sun visor for easy, hands-free communication while you're driving, wear it around your neck with the supplied lanyard so you can talk while you're out for a walk, or place it on your desk and you've got an instant conference call speakerphone!</>The HF820 is designed to be simple to use with a minimum of fuss. A single multifunction button with a lighted call indicator controls all major call functions. Simply push the button to answer, end, and initiate calls and perform three-way calling and call hold functions. Meanwhile, the volume and on/off button controls speaker volume and gives you access to advanced call options. There's even a headset port so you can enjoy private conversations without the speakerphone.</>Because the HF820 is Bluetooth enabled, it can connect wireless to any Bluetooth phone that supports the Hands-free Profile. In fact, the unit is built with the 1.2 implementation of Bluetooth, meaning it supports longer range, better connection times, and higher voice quality than the predecessor model, the HF800. The HF820 is also backwards compatible with phones that support the Bluetooth 1.1 implementation. With the HF820, you can be up to 10 meters away from your phone and enjoy crystal-clear conversations. Up to five hours of talk time and up to 100 hours of standby time on the unit's rechargeable battery mean you can talk all day. Additionally, charging is simple, as the unit uses the same travel and car chargers as most Motorola phones. And at only 60g, it's light enough to take along on any adventure.</><b>What's in the Box</b><br> HF820 speakerphone unit, in-car charger, visor clip, lanyard, user's manual.","Instant hands-free calling both inside and outside the car,Sophisticated duplex, echo and noise reduction technology,Up to 5 hours talk time or 100 hours standby from a single charge,1-watt speaker with single button operation - Vehicle power adapter included,Works with any Bluetooth enabled phone - Bluetooth 1.2 wireless technology",Motorola HF820 Easy-Install Bluetooth Car Kit [Motorola Retail Packaging],0.0,100,Cell Phones,3.875
B000982UY2,Palm,"The PalmOne Treo 650 boasts all the legendary features of the venerable Treo 600, plus a whole lot more. Now with Bluetooth, a higher resolution screen, a removable battery, and an improved keyboard, the Treo 650 is once again on the cutting edge of Smartphone technology. It offers all the functionality of a high-end Palm OS-powered PDA, a cell phone and a VGA camera. Simply put, it's the ultimate mobile office companion.</><blockquote><small><i>To keep your smartphone's applications up to date, and to optimize the performance of your device, you may need to perform firmware and/or software updates just as you would on your PC. To learn more about updates for your device, please visit <a href=""http://www.palm.com/us/support/index.html"" target=""_blank"">Palm's support site</a>. Note that by clicking this link you will be leaving Amazon.com.</i></small></blockquote> The unlocked PalmOne Treo 650 boasts all the legendary features of the venerable Treo 600, plus a whole lot more. Now with Bluetooth, a higher resolution screen, a removable battery, and an improved keyboard, the Treo 650 is once again on the cutting edge of Smartphone technology. It offers all the functionality of a high-end Palm OS-powered PDA, a cell phone and a VGA camera. Simply put, it's the ultimate mobile office companion.</><B>Design</B><br><table align=right width=200 cellpadding=7> <tr> <td align=""center""> <a href=""https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/treo650-2.jpg""><img height= 200 width= 200 border=""0"" src=""https://images-na.ssl-images-amazon.com/images/G/01/electronics/detail-page/treo650-1.jpg"" border=0 align=top></a><br> <small><i><b>Click the image to get a closer look at the Treo 650's features.</b></i></small> </font></a></td></tr></table> Under the hood, the Treo 650 features Palm OS 5.4, 32MB of RAM (23MB available for end user storage), and an Intel PXA270 312 MHz processor. The design retains the same popular form factor as the Treo 600 with a few subtle, yet significant, changes. The unit's screen has been dramatically enhanced to support 320 x 320 resolution and the full QWERTY keypad has been redesigned for greater ease of use. The top of the unit features an expansion card slot for SD and MMC-based memory and expansion cards. There's also an infrared port here for line of sight data transfers, as well as a handy switch for turning off the phone's ringer. A five-way navigator controls most of the phone's menus and operating system functions, while quick application buttons on either side of the navigator get you to your favorite applications in a snap. The left side of the unit features a volume up/down toggle plus a handy user-customizable button that can be assigned to any phone or PDA function. The rear of the Treo 650 houses a loudspeaker, as well as the VGA (640x480) camera unit. A touchscreen stylus can be tucked away on the right side of the phone. Meanwhile, a combined charging, data, and accessory attachment port is housed on the bottom of the unit, as is a standard 2.5 mm stereo headset jack.</><B>Calling and PDA Features</B><br> All the of the Treo 650's phone and PDA functions are designed to provide an integrated, seamless experience. For instance, you can type in the name or initials of a contact on the keypad to dial them. Or, use the touchscreen and stylus to copy information from an email and quickly paste it into another email or text message. All of the latest phone features folks expect are built-in, too, like a handsfree speakerphone, polyphonic ringtones, a vibrate mode and picture caller ID. The capacity of the unit's address book is only limited by the amount of internal and expansion memory available. Use the Treo 650's Bluetooth capability to wirelessly sync your contacts with your PC or Mac (yes, Mac!). Headsets, car kits and other wireless peripherals can also be paired with the unit via Bluetooth.</>The Treo 650 is also a fully functional Palm OS device. That means that a huge library of applications, from spreadsheets to word processors to games, can be added to the Treo 650. It's easy to perform multiple tasks like checking your calendar while talking on the phone or dialing calls directly from your contacts list. Familiar Palm OS software ships with the handset including calendar, calculator, clock, contacts, memo, and task management applications. Real Player for video and MP3 playback, VersaMail email client, and DataViz Documents to Go for mobile access to spreadsheets and text documents, are also included.</>The unit's memory expansion slot allows you to transfer music, photos, and video from your desktop. Or, use it to load additional games and applications.</><B>Messaging and Internet</B><br> The device fully supports SMS and MMS messaging for rapid exchange of pictures, text and video. You can even get mobile email and web browsing. The Treo 650's web browser supports full-size web pages, and you can enter secure pages with 128-bit SSL encryption. POP3 email accounts provided by SBC, BellSouth, Yahoo, Earthlink, Comcast and AT&amp;T Worldnet are all compatible with the 650's email client application. IMAP and Exchange-based email systems are also supported, and you can view photos, HTML, Word, Excel and PowerPoint attachments.</><B>Vital Statistics</B> <br> The PalmOne Treo 650 weighs 6.30 ounces and measures 4.40 x 2.30 x .90 inches. Its lithium-ion battery is rated at up to 6 hours of digital talk time, and up to 300 hours of digital standby time. It runs on the 800/900/1800/1900 GSM/GPRS frequencies. The phone comes with a one year limited warranty.</><b>What's in the Box</b><br> Treo 650 handset, lithium-ion battery, USB HotSync cable, headset, AC charger, user manual, software CD-ROM.","This unlocked cell phone is compatible with GSM carriers like AT&T and T-Mobile. Not all carrier features may be supported. It will not work with CDMA carriers like Verizon Wireless, Alltel and Sprint.,Quad-band GSM cell phone compatible with 850/900/1800/1900 frequencies and GPRS/EDGE data capabilities,Fully integrated phone and PDA with QWERTY keyboard; runs Palm OS and supports Word, Excel, PowerPoint, and PDF files,VGA camera/camcorder; Bluetooth for handsfree devices; digital audio player; expansion via SD memory cards,Up to 6 hours of digital talk time and 300 hours of standby time","PalmOne Treo 650 Unlocked Phone with MP3/Video Player, and SD/MMC-U.S. Version with Warranty (Silver)",0.0,100,Cell Phones,4.1
B0009AU6W8,Cingular,Denver,,Brand New AT&amp;T 3g sim card sim,0.0,100,Cell Phones,4.270833333333333
B0009B0IX4,Plantronics,"Simplify your communications! The lightweight and versatile Plantronics Voyager 510 Bluetooth Headset delivers all-day wearing comfort, clearer voice transmission and superior sound quality. With exclusive Multipoint Technology, your headset seamlessly transforms into a powerful communication solution for up to two Bluetooth devices. It's right here- Wherever, Whenever, Wireless.</>For the ultimate in wireless freedom, look no further than the Plantronics Voyager 510 Bluetooth headset, which represents a generational leap in Bluetooth headset technology. It's comfortable and light enough for all day wear, and it offers unprecedented clarity and sound quality. These are great features, but the real revolution involves Plantronics' exclusive Multipoint technology, which allows the headset to function as a powerful communication solution for up to two Bluetooth devices.</>With Multipoint technology you can switch between your voice-enabled Bluetooth mobile phone, PDA or laptop. The headset's ""smart"" technology knows which device you are using and allows you to take calls from any device at the touch of a button. With the optional Plantronics Bluetooth Deskphone Adapter you can even switch between your office phone and your Bluetooth mobile phone. You'll never need to use a dedicated ""landline"" phone headset again.</>The 510 features WindSmart technology, which enhances call clarity in windy environments (i.e., car with window/roof open, air conditioning on, outside with breeze), and it folds for easy storage. The boom also swivels for perfect positioning on either ear. One-touch call control buttons are placed for easy access, and you can easily redial the last number dialed and initiate voice-activated calls from the headset. Because the 510 is Bluetooth-enabled (it supports the Bluetooth 1.2 specification) you can roam up to 33 feet from your Bluetooth device. Meanwhile, the 510 supports adaptive frequency hopping (AFH) which helps avoid interference from Wi-Fi networks. Ample talk time is provided by the built-in rechargeable battery; you'll get up to 6 hours talk time and up to 100 hours of standby time.</><table align=""center"" cellpadding=""10"" width=""700""> <tbody> <tr> <td><img align=""top"" border=""0"" height=""286"" src=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/plantronics-510-duo.jpg"" width=""700"" /></td> </tr> </tbody> </table></><strong>Specifications</strong><br />",,Plantronics Voyager 510 Bluetooth Headset [Retail Packaging] (Discontinued by Manufacturer),0.0,100,Cell Phones,4.08125
B0009F1ST8,Motorola,"Look like a million bucks-for a whole lot less. The Motorola V188 is the perfect example of affordable style. You'll want to show off this elegant phone, with its vibrant color display. You can even customize your V188 with HiFi Ringers (short clips of actual songs), MegaTones, or compose a ringtone of your own. Small and sporty, you can take this quad-band world phone with you and stay connected internationally--plus you can Download Fun games to play and keep in touch with AOL Instant Messenger and text messaging so you'll never be at a loss for something to do.</>Billed as an entry-level phone, the Motorola v188 is actually a feature rich beauty with quad-band global coverage capability. Instant messaging, MP3 ringtones, dual displays, USB connectivity and gaming support are all here-- a significant step up from entry level phones of the past. It's the perfect companion to T-Mobile service.</><table align=right width=150 cellpadding=10>   <tr>   <td> <a href=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V188-lg.gif""><img src=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V188-sm.jpg"" border=0  align=top></a><br><br><small><i><b>Take a <a href=""https://images-na.ssl-images-amazon.com/images/G/01/wireless/detail-page/V188-lg.gif"">closer look</a> at the V188's functions. You can also <a href=""javascript:window.open(%22http://media.t-mobiletraining.com/simulator/motorolav188/motorolav188.htm%22,%22%22,%20%22toolbar=no,height=550,width=700%22);void(0);"">see it in action</a>.</b></i></small></td></tr></table>  <B>Design</B><br> The phone features a sleek clamshell design with a large 128 x 128 color display with 65,000 colors. The outside cover of the handset sports a supplementary 96 x 32 monochrome display that can display time, call information, battery and signal strength, and more. A stub antenna is placed on the top right side of the unit. Up and down buttons for volume control are placed on the left side. Most of the phone's features and on-screen menus are controlled by a five-way center button on the handset's control pad. A USB-capable data port is housed on the unit's top edge. There's a standard jack to accept universal hands-free headsets on the bottom of the handset, next to the phone's charging port. Face plates are available so you can create the look you're after on the phone's outer casing.</><B>Calling Features</B><br> The v188 supports polyphonic ringtones as well as MP3 ringers, allowing you to use portions of your favorite songs to alert you to incoming calls. You can also assign pictures and ringers to your most common callers. A number of ringtones come preloaded on the phone and more ringtones can be downloaded from T-Mobile's t-zones service. There's even an included application, MotoMixer, that enables you to mix your own ringtones.</>Speed dialing, which allows you to call pre-programmed numbers with one button is built in, as is a vibrating alert. A built-in speakerphone makes it easy to talk without having the phone to your ear. Voice activated dialing makes calling your friends, family and associates as easy as saying their names.</><B>Messaging, Internet and Tools</B><br> The v188 has all the bases covered when it comes to messaging and Internet connectivity. The phone features support for AOL Instant Messenger (T-Mobile messaging charges apply), and there's also a built-in web browser for t-zones downloads and mobile web browsing. T-Mobile's t-zones service lets you receive and send emails, read news headlines, get weather updates, download games and ringtones, and more. Traditional text messaging, as well as picture and sound messaging are also supported by the phone. iTap text entry, which is a technology that makes it easier for people to enter words and text on handsets, is built into the unit-- a plus for mobile email and text messaging users.</>A number of handy software tools are bundled with the v188 including a voice memo recorder, a calculator, a notepad, a calendar and an alarm clock.</><B>Imaging and Entertainment</B> <br> The v188's USB connectivity can be used to transfer pictures, sounds and graphics to the phone's memory from your PC. Screensavers, themes and wallpapers can be set to your tastes. The v188 is Java enabled, meaning it supports games and application downloads written on the Java platform. Games are available via the T-Mobile t-zones service.</><B>Vital Statistics</B> <br> The v188 weighs 3.39 ounces and measures 3.39 x 1.77 x .9 inches. Its lithium-ion battery is rated at up to 3.75 hours of digital talk time, and up to 14.5 days of digital standby time. It runs on the 850/900/1800/1900 MHz GSM/GPRS frequencies. The phone comes with a one year limited warranty.</><b>What's in the Box</b><br> Motorola v188 handset, lithium-ion battery, power supply/charger, user's manual.",,TMOBILE MOTOROLA V188 PHONE,0.0,100,Cell Phones,2.8
B0009FCAJA,Motorola,"The Moto Razr V3 is expertly crafted to deliver exceptional performance. Inside the ultra-thin design are advanced features like MPEG4 video playback, Bluetooth wireless technology, a digital camera and more. And with the precision-cut keypad, minimalist styling and metal finish, the V3 looks just as beautiful as it performs. The real difference is in the details. See who&#8217;s calling, in color, without opening your phone &#8212; the large internal display is complemented by an impressive external display. The precision-cut metal keypad reacts to the lightest of touches. And the features you can't always see are equally impressive, like quad-band GSM &#8212; for global calls where GSM network coverage and roaming agreements are present.</></>When the Motorola RAZR V3 was launched last year, I think most everybody, including Motorola itself, was quite surprised by how popular the handset turned out to be, considering the asking price. Its slim profile and sleek silver colored metal body proved to be just too much of a temptation for the world, and people the world over jumped through hoops and over hurdles just to get one for their very own. Everybody was a movie star with one of these!</>Until, of course, Motorola gave 50 exclusive RAZR V3 BLK handsets to some real movie stars at the 77th Annual Academy Awards in February, 2005. All of a sudden, the silver RAZR lost some of its shine. But once again, it is time for the masses to rejoice. Motorola is making the RAZR BLK available to all.</>Of course it isn't just the color that makes the RAZR V3 BLK such a desirable handset. One reason that people love it so is its size. It weighs only 3.35oz (95g), which is pretty light for a phone that has a largely metal body. At 3.86"" x 2.17"" x .57"" (98mm x 55mm x 14.5mm) in size, it is actually thinner than most candy bar style phones on the market. It can be slipped perfectly into a shirt, suit, or pants pocket, as well as a purse, without being noticed.</>There is so much more to the RAZR V3 BLK than its physical being, though. Certainly the primary purpose of any phone must be making phone calls, and in spite of its small stature, the RAZR V3 BLK managed a full 7 hours of talk time in our tests - a very respectable showing. A related bonus is the fact that you can charge the RAZR V3 BLK directly from your computer's USB port with the same type of mini-USB cable that you probably already have for your digital camera. That's one less power adapter to pack in the suitcase. Support for all 4 GSM frequency bands means that the RAZR will work in San Francisco and New York just as well as it will in Paris and London. The handset's internal antenna also proved to be quite capable, offering up very good reception in weak signal areas.</>Of course some compromises had to be made to get all of this functionality into such a small package. The keypad, for example, is a very thin metal unit that offers less tactile feedback than most, though it makes up for that somewhat by looking fantastic in the dark, thanks to its cool blue back light. While quite usable, it might take a bit of getting used to. No compromises were made with the main display, though: a nice 2.2"" 65k color TFT unit, with 176 x 220 pixel resolution. The external display is also color, though only a 4k CSTN type.</>The built-in VGA camera proved itself to be one of the better ones on the market, offering good contrast, color, and focus in most situations. The RAZR's polyphonic sound system also works quite well, and even allows you to use MP3 files as ringtones. So if you have a few dollars to spare in your quest for looking like a movie star, Motorola has got just the thing you need. Luckily, the RAZR V3 BLK has the brains to back up the beauty.</><i>--Reviewed by Michael Oryl, editor in chief of www.MobileBurn.com</i></><strong>Pros:</strong> <ul> <li>Thin</li> <li>7 hours of talk time</li> <li>Quad-band GSM</li> <li>Good antenna reception</li> </ul></><strong>Cons:</strong> <ul> <li>Expensive</li> <li>Unusual Keypad</li> <li>Your friends will try to steal it</li> </ul></>So if you have a few dollars to spare in your quest for looking like a movie\ star, Motorola has got just the thing you need. Luckily, the RAZR V3 BLK has \ the brains to back up the beauty.</><i>--Reviewed by Michael Oryl, editor in chief of www.MobileBurn.com</i>","Unlocked cell phones are compatible with GSM carriers such as AT&T and T-Mobile, but are not compatible with CDMA carriers such as Verizon and Sprint.,Quad-band GSM cell phone compatible with 850/900/1800/1900 frequencies and GPRS data capabilities,VGA digital camera (640 x 480) with video capture; 5 MB memory (not expandable),Bluetooth for handsfree communication; full duplex speakerphone; access to personal email; web browser; SMS/MMS/EMS messaging,Up to 6.67 hours of digital talk time and 250 hours of standby time,This cell phone may not include a US warranty as some manufacturers do not honor warranties for international version phones. Please contact the seller for specific warranty information.","Motorola RAZR V3 Unlocked Phone with Camera, and Video Player-International Version with No Warranty (Black)",0.0,100,Cell Phones,3.6440677966101696
B0009H7QKQ,MyNetDeals,This USB cable sync and charge your PDA/Handheld/Pocket PC at the same time with the PC/Laptop. No more bulky A/C adapter or cradle to carry when you travel. One of the best USB hotsync data cable for your PDA!,"Durable, compact, strong and lightweight,No software needed, Synchronizes and charge your PDA at the same time,USB connection ,much faster than serial cable,Eliminates the need for cradle and AC/DC converter when traveling,Quality ensured by the original seller only: MyNetDeals",Palm Treo 650 700 700w 700p Tungsten T5 TX E2 LifeDrive HotSync Sync and Charge Cable,0.0,100,Cell Phones,4.0
B0009MYS9S,Logitech,"Listen to your music in style - no wires attached! MP3 players are supposed to provide freedom, convenience and portability - so why confine yourself with wires? Logitech's Wireless MP3 Headphones allow you to listen to music wirelessly using advanced Bluetooth frequency-hopping technology. Bluetooth is the leading technology for transmitting and receiving wireless signals. When integrated into wireless headphones, the result is interference-free, crystal clear audio.

Just plug the included wireless adapter into your MP3 player (or any other 3.5mm headphone jack) and you're ready to listen to music anywhere. You can even place your player in another location and move freely around the room, because the headphones have a range of up to 30 feet! And with integrated controls right on the headphones, you can adjust the volume or mute song tracks without ever touching your MP3 player.

Although these headphones are designed with MP3 players in mind, you can also use them with your computer and enjoy wireless audio while playing your favorite game, watching a movie, or listening to music. Listen to audio privately from your PC or MAC even when you are away from the desk - without disturbing others around you! This set includes a dual charger for both the headphones and the Bluetooth adapter, and the integrated batteries have a charge life of up to eight hours. Be free, go wireless!","Wireless headphones for MP3, Quick-start guide, International voltage AC power adapter, Wireless adapter for MP3 or portable audio device",Logitech Wireless Digital Bluetooth Headphones for MP3 Players iPods and Computers,0.0,100,Cell Phones,3.1
